ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
50511	¡ı∑¬º˙ ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	111	0	0	0	0	0	0	0	0
50512	ø¿√§ºÆ	ITEM_QUEST	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50513	»•ºÆ	ITEM_QUEST	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50530	ºˆ¿ŒΩ∫≈≥1 ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	170	0	0	0	0	0	0	0	0
50531	ºˆ¿ŒΩ∫≈≥2 ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	171	0	0	0	0	0	0	0	0
50532	ºˆ¿ŒΩ∫≈≥3 ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	172	0	0	0	0	0	0	0	0
50533	ºˆ¿ŒΩ∫≈≥4 ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	173	0	0	0	0	0	0	0	0
50534	ºˆ¿ŒΩ∫≈≥5 ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	174	0	0	0	0	0	0	0	0
50535	ºˆ¿ŒΩ∫≈≥6 ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	175	0	0	0	0	0	0	0	0
50600	√§±º ºˆ∑√º≠	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	123	50	0	0	0	0	0	0	0
50601	¥Ÿ¿Ãæ∆∏ÛµÂø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50602	»£π⁄ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50603	»≠ºÆ∏Òø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50604	±∏∏Æø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50605	¿∫ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50606	±›ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50607	ø¡ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50608	»Ê¥‹∏Ò	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50609	¡¯¡÷¡∂∞¢	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50610	πÈ±›ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50611	ºˆ¡§ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50612	¿⁄ºˆ¡§ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50613	√µ∑Áø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50614	√∑¡§ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50615	»´ø¡ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50616	ºÆ∑˘ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50617	≥Ï¡÷ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50618	√ªø¡ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50619	ø¿±§ø¯ºÆ	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50621	¥Ÿ¿Ãæ∆∏ÛµÂ	ITEM_USE	USE_ADD_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50622	»£π⁄	ITEM_SPECIAL	SPECIAL_MAP	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50623	»≠ºÆ∏Ò	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50624	±∏∏Æ	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50625	¿∫	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50626	±›	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50627	ø¡	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50628	»Ê¥‹	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50629	¡¯¡÷	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50630	πÈ±›	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50631	ºˆ¡§	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50632	¿⁄ºˆ¡§	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50633	√µ∑Á	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50634	√∑¡§ºÆ	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50635	»´ø¡	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50636	ºÆ∑˘ºÆ	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50637	≥Ï¡÷ºÆ	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50638	√ªø¡	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50639	ø¿±§ºÆ	ITEM_USE	USE_PUT_INTO_ACCESSORY_SOCKET	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50701	∫πº˛æ∆≤…	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50702	µµ∂Û¡ˆ	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50703	∞®≤…	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50704	∞°Ω√ø¿∞°««	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50705	ºÆ√¢∆˜	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50706	øµ¡ˆπˆº∏	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50707	∏∏∫¥√ 	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50708	ªÍªÕ≥™π´	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50709	πŒµÈ∑π	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50710	»´»≠ææ	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50711	¥Î√ﬂ	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50712	ªÔ¡ˆ±∏ø±√ 	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50721	æ‡øÎ∫πº˛æ∆≤…	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50722	æ‡øÎµµ∂Û¡ˆ	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50723	æ‡øÎ∞®≤…	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50724	æ‡øÎ∞°Ω√ø¿∞°««	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50725	æ‡øÎºÆ√¢∆˜	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50726	æ‡øÎøµ¡ˆπˆº∏	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50727	æ‡øÎ∏∏∫¥√ 	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50728	æ‡øÎªÍªÕ≥™π´	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50729	æ‡øÎπŒµÈ∑π	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50730	æ‡øÎ»´»≠ææ	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50731	æ‡øÎ¥Î√ﬂ	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50732	æ‡øÎªÔ¡ˆ±∏ø±√ 	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50801	∫πº˛æ∆≤…æ◊	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	16	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	180	15	0	0	0	0	0	0
50802	µµ∂Û¡ˆæ◊	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	20	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	180	5	0	0	0	0	0	0
50803	∞®≤…ºˆ	ITEM_USE	USE_POTION_NODELAY	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	24	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	50	0	0	0	0	0	0	0
50804	∞°Ω√ø¿∞°««ºˆ	ITEM_USE	USE_POTION_NODELAY	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	28	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	0	0	0	0	0	0	0	0
50805	ºÆ√¢∆˜æ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50806	øµ¡ˆπˆº∏æ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50807	∏∏∫¥√ æ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50808	ªÍªÕ≥™π´æ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50809	πŒµÈ∑πæ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50810	»´»≠æææ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50811	¥Î√ﬂæ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50812	ªÔ¡ˆ±∏ø±√ æ◊	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50813	»∞Ω…æ◊	ITEM_USE	USE_AFFECT	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	32	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	16	10	180	0	0	0	0	0
50814	««µ∂æ◊	ITEM_USE	USE_AFFECT	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	36	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	15	10	180	0	0	0	0	0
50815	∫∏»Øºˆ	ITEM_USE	USE_POTION_NODELAY	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	40	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	100	0	0	0	0	0	0	0
50816	øµ∫∏ºˆ	ITEM_USE	USE_POTION_NODELAY	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	44	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100	0	0	0	0	0	0	0	0
